Human	Chimpanzee	Gorilla	Orangutan	Macaque	Mouse	Opossum	Platypus	Chicken
ENSG00000113532:4633	ENSPTRG00000017106:6035	ENSGGOG00000011260:1575	ENSPPYG00000015661:5744	ENSMMUG00000013109:1894	ENSMUSG00000040710:5406	ENSMODG00000019277:1097	ENSOANG00000004890:393	ENSGALG00000015245:1080
ENSG00000100865:975	ENSPTRG00000006741:978	ENSGGOG00000006071:978	ENSPPYG00000006158:639	ENSMMUG00000003483:920	ENSMUSG00000021276:1642	ENSMODG00000013323:636	ENSOANG00000009660:348	ENSGALG00000011372:761
ENSG00000182389:8724	ENSPTRG00000012539:3348	ENSGGOG00000001763:7883	ENSPPYG00000012849:2958	ENSMMUG00000010526:2051	ENSMUSG00000017412:8684	ENSMODG00000004006:1729	ENSOANG00000006106:1613	ENSGALG00000012511:1865
ENSG00000169155:7052	ENSPTRG00000021378:2968	ENSGGOG00000017180:2968	ENSPPYG00000019615:1404	ENSMMUG00000013640:2869	ENSMUSG00000026788:5225	ENSMODG00000019790:1416	ENSOANG00000014742:1443	ENSGALG00000000934:1392
ENSG00000113732:885	ENSPTRG00000017538:882	ENSGGOG00000006701:882	ENSPPYG00000016052:246	ENSMMUG00000013825:834	ENSMUSG00000015575:772	ENSMODG00000006188:231	ENSOANG00000021011:669	ENSGALG00000018912:1367
ENSG00000091986:4921	ENSPTRG00000015222:2914	ENSGGOG00000023833:3740	ENSPPYG00000013546:2853	ENSMMUG00000003061:4515	ENSMUSG00000022665:3930	ENSMODG00000018118:3163	ENSOANG00000003600:1224	ENSGALG00000015193:3507
ENSG00000137449:5660	ENSPTRG00000015924:2922	ENSGGOG00000004449:5354	ENSPPYG00000014613:5567	ENSMMUG00000001384:5559	ENSMUSG00000039782:5575	ENSMODG00000001149:2971	ENSOANG00000003552:1071	ENSGALG00000014516:1445
ENSG00000041357:1262	ENSPTRG00000007345:1216	ENSGGOG00000000191:1096	ENSPPYG00000006699:786	ENSMMUG00000010740:1184	ENSMUSG00000032301:1139	ENSMODG00000011727:809	ENSOANG00000013220:1162	ENSGALG00000003046:783
ENSG00000243646:2018	ENSPTRG00000013866:1018	ENSGGOG00000012242:1431	ENSPPYG00000011373:822	ENSMMUG00000003959:804	ENSMUSG00000022969:2018	ENSMODG00000021068:933	ENSOANG00000002425:1024	ENSGALG00000015941:1433
ENSG00000148606:6640	ENSPTRG00000002664:4076	ENSGGOG00000027729:4136	ENSPPYG00000002305:4125	ENSMMUG00000005514:6000	ENSMUSG00000025280:4683	ENSMODG00000001036:4197	ENSOANG00000007013:4428	ENSGALG00000004947:4245
ENSG00000171522:3415	ENSPTRG00000016819:3418	ENSGGOG00000007632:3311	ENSPPYG00000015419:3423	ENSMMUG00000016167:2171	ENSMUSG00000039942:3327	ENSMODG00000020306:1470	ENSOANG00000000341:879	ENSGALG00000014824:1383
ENSG00000132434:4353	ENSPTRG00000019197:1353	ENSGGOG00000016009:4346	ENSPPYG00000018281:1353	ENSMMUG00000004591:4034	ENSMUSG00000062190:2958	ENSMODG00000008968:1341	ENSOANG00000010686:1300	ENSGALG00000012360:1487
ENSG00000154945:4169	ENSPTRG00000009407:1839	ENSGGOG00000027851:3792	ENSPPYG00000008275:2237	ENSMMUG00000003421:972	ENSMUSG00000020864:4205	ENSMODG00000012727:1110	ENSOANG00000020231:759	ENSGALG00000019785:651
ENSG00000197275:3023	ENSPTRG00000020427:3047	ENSGGOG00000023516:3063	ENSPPYG00000018750:2733	ENSMMUG00000005659:4885	ENSMUSG00000078773:3235	ENSMODG00000007343:2430	ENSOANG00000011348:2471	ENSGALG00000015955:3390
ENSG00000109103:1692	ENSPTRG00000008921:1380	ENSGGOG00000009690:1340	ENSPPYG00000008097:723	ENSMMUG00000012239:1259	ENSMUSG00000002058:1489	ENSMODG00000019252:378	ENSOANG00000014183:594	ENSGALG00000003657:639
ENSG00000162928:3156	ENSPTRG00000011952:1823	ENSGGOG00000006620:1721	ENSPPYG00000012389:1212	ENSMMUG00000005687:1729	ENSMUSG00000020283:4146	ENSMODG00000002217:1268	ENSOANG00000012410:1299	ENSGALG00000007832:1583
ENSG00000075399:2935	ENSPTRG00000031104:2245	ENSGGOG00000010945:2634	ENSPPYG00000007672:2619	ENSMMUG00000002505:1299	ENSMUSG00000001062:2980	ENSMODG00000003493:1965	ENSOANG00000004836:1890	ENSGALG00000023468:1305
ENSG00000101161:3044	ENSPTRG00000013765:3090	ENSGGOG00000016876:3097	ENSPPYG00000011256:2996	ENSMMUG00000015558:2945	ENSMUSG00000002455:3148	ENSMODG00000017051:2430	ENSOANG00000004920:2826	ENSGALG00000006001:3098
ENSG00000165409:4830	ENSPTRG00000006595:2882	ENSGGOG00000008447:4424	ENSPPYG00000006040:2428	ENSMMUG00000019713:3156	ENSMUSG00000020963:3725	ENSMODG00000003767:2052	ENSOANG00000010614:2124	ENSGALG00000010572:2320
ENSG00000167977:2460	ENSPTRG00000007659:594	ENSGGOG00000010496:2478	ENSPPYG00000007007:2314	ENSMMUG00000015942:453	ENSMUSG00000016946:2443	ENSMODG00000016596:726	ENSOANG00000010984:456	ENSGALG00000006423:1218
ENSG00000167325:3197	ENSPTRG00000003207:3190	ENSGGOG00000014160:2574	ENSPPYG00000003625:2800	ENSMMUG00000003962:3079	ENSMUSG00000030978:3029	ENSMODG00000008391:2355	ENSOANG00000010680:2376	ENSGALG00000017350:2869
ENSG00000101977:4365	ENSPTRG00000022332:2899	ENSGGOG00000004477:3213	ENSPPYG00000020780:2826	ENSMMUG00000020066:3337	ENSMUSG00000031139:4502	ENSMODG00000014008:2724	ENSOANG00000011658:3106	ENSGALG00000006562:3392
ENSG00000101746:3957	ENSPTRG00000009963:3875	ENSGGOG00000004091:1143	ENSPPYG00000009099:1632	ENSMMUG00000017276:3177	ENSMUSG00000041923:3386	ENSMODG00000010764:2348	ENSOANG00000005609:1734	ENSGALG00000015198:1794
ENSG00000189184:5906	ENSPTRG00000024162:5905	ENSGGOG00000014444:5906	ENSPPYG00000015065:4663	ENSMMUG00000008362:3642	ENSMUSG00000037892:5108	ENSMODG00000000040:3417	ENSOANG00000005407:2463	ENSGALG00000009732:3426
ENSG00000138398:6700	ENSPTRG00000012617:2699	ENSGGOG00000003185:2685	ENSPPYG00000012914:2274	ENSMMUG00000020512:2752	ENSMUSG00000042133:6635	ENSMODG00000008110:2296	ENSOANG00000008535:2423	ENSGALG00000009839:2297
ENSG00000077942:6118	ENSPTRG00000014498:3288	ENSGGOG00000001723:3342	ENSPPYG00000011935:2052	ENSMMUG00000002424:3355	ENSMUSG00000006369:2630	ENSMODG00000007284:2394	ENSOANG00000015800:1998	ENSGALG00000014233:3345
ENSG00000129675:6434	ENSPTRG00000022320:4665	ENSGGOG00000013983:5267	ENSPPYG00000020769:4802	ENSMMUG00000013768:2328	ENSMUSG00000031133:4670	ENSMODG00000014073:2346	ENSOANG00000011671:2325	ENSGALG00000006439:2458
ENSG00000162975:2288	ENSPTRG00000030563:1038	ENSGGOG00000009528:1936	ENSPPYG00000012650:1485	ENSMMUG00000002825:2289	ENSMUSG00000051726:1482	ENSMODG00000014817:1499	ENSOANG00000006285:1284	ENSGALG00000016448:1470
ENSG00000106605:1281	ENSPTRG00000019126:1072	ENSGGOG00000001735:897	ENSPPYG00000017605:974	ENSMMUG00000017382:1072	ENSMUSG00000001999:2084	ENSMODG00000008902:870	ENSOANG00000010688:993	ENSGALG00000012352:1456
ENSG00000139330:2525	ENSPTRG00000005288:2528	ENSGGOG00000009652:2529	ENSPPYG00000004824:1059	ENSMMUG00000012507:2136	ENSMUSG00000019932:1971	ENSMODG00000009669:1059	ENSOANG00000006632:1108	ENSGALG00000011270:2415
ENSG00000100335:6091	ENSPTRG00000014397:5699	ENSGGOG00000010109:5691	ENSPPYG00000011841:5687	ENSMMUG00000004496:4076	ENSMUSG00000022412:4399	ENSMODG00000009391:1398	ENSOANG00000011416:783	ENSGALG00000012144:1395
ENSG00000100243:2616	ENSPTRG00000014461:1962	ENSGGOG00000005448:1873	ENSPPYG00000011900:855	ENSMMUG00000010198:1244	ENSMUSG00000018042:2275	ENSMODG00000019104:573	ENSOANG00000020894:469	ENSGALG00000014122:1324
ENSG00000115363:2458	ENSPTRG00000012107:1818	ENSGGOG00000008884:459	ENSPPYG00000012256:459	ENSMMUG00000006725:2167	ENSMUSG00000035104:2138	ENSMODG00000023025:429	ENSOANG00000011048:565	ENSGALG00000016730:753
ENSG00000198520:2198	ENSPTRG00000022898:2113	ENSGGOG00000001077:1389	ENSPPYG00000001428:1946	ENSMMUG00000013341:2101	ENSMUSG00000060268:1422	ENSMODG00000002628:924	ENSOANG00000003694:927	ENSGALG00000020716:921
ENSG00000185049:4137	ENSPTRG00000015840:3016	ENSGGOG00000014161:3010	ENSPPYG00000014535:2203	ENSMMUG00000009944:3076	ENSMUSG00000029111:3560	ENSMODG00000004110:1623	ENSOANG00000006308:942	ENSGALG00000015699:5980
ENSG00000078237:8223	ENSPTRG00000004550:1360	ENSGGOG00000028468:1359	ENSPPYG00000004165:816	ENSMMUG00000008548:1339	ENSMUSG00000038028:3651	ENSMODG00000018303:804	ENSOANG00000014697:516	ENSGALG00000017285:831
ENSG00000150656:2215	ENSPTRG00000010115:1986	ENSGGOG00000016801:1197	ENSPPYG00000009244:1374	ENSMMUG00000008942:2182	ENSMUSG00000056162:2818	ENSMODG00000012366:1620	ENSOANG00000013446:1524	ENSGALG00000013697:1629
ENSG00000145216:2485	ENSPTRG00000016060:2182	ENSGGOG00000006427:2284	ENSPPYG00000014773:2234	ENSMMUG00000017395:2183	ENSMUSG00000029227:5287	ENSMODG00000020654:1939	ENSOANG00000003384:1710	ENSGALG00000013943:4034
ENSG00000162066:3343	ENSPTRG00000007654:1542	ENSGGOG00000023912:1926	ENSPPYG00000007003:1317	ENSMMUG00000019095:1520	ENSMUSG00000036820:1755	ENSMODG00000015443:1290	ENSOANG00000013604:888	ENSGALG00000009234:1952
ENSG00000120708:2805	ENSPTRG00000017264:2782	ENSGGOG00000009517:2852	ENSPPYG00000015807:2547	ENSMMUG00000000332:2785	ENSMUSG00000035493:2706	ENSMODG00000015162:2067	ENSOANG00000022501:2057	ENSGALG00000006319:2942
ENSG00000148158:7663	ENSPTRG00000021267:1385	ENSGGOG00000004212:7628	ENSPPYG00000019509:1314	ENSMMUG00000010966:1314	ENSMUSG00000028385:7353	ENSMODG00000004826:1359	ENSOANG00000000846:1251	ENSGALG00000015660:1526
ENSG00000011465:2522	ENSPTRG00000005290:2528	ENSGGOG00000003795:966	ENSPPYG00000004826:1878	ENSMMUG00000016997:2157	ENSMUSG00000019929:1756	ENSMODG00000009654:1071	ENSOANG00000006630:1074	ENSGALG00000011274:1832
ENSG00000039139:15573	ENSPTRG00000016734:13956	ENSGGOG00000007206:16091	ENSPPYG00000015349:10287	ENSMMUG00000011026:13875	ENSMUSG00000022262:15630	ENSMODG00000002817:14044	ENSOANG00000011603:14293	ENSGALG00000012997:13862
ENSG00000175727:5627	ENSPTRG00000005573:5122	ENSGGOG00000022345:4979	ENSPPYG00000005061:5225	ENSMMUG00000012652:4942	ENSMUSG00000038342:8079	ENSMODG00000012174:3184	ENSOANG00000006211:3054	ENSGALG00000004397:3209
ENSG00000065485:2050	ENSPTRG00000015302:1777	ENSGGOG00000006726:1862	ENSPPYG00000013475:1704	ENSMMUG00000007696:1808	ENSMUSG00000022844:1808	ENSMODG00000018328:1560	ENSOANG00000003481:468	ENSGALG00000011689:1775
ENSG00000120616:4434	ENSPTRG00000002410:2415	ENSGGOG00000008088:4111	ENSPPYG00000002193:2436	ENSMMUG00000012451:1932	ENSMUSG00000024240:4475	ENSMODG00000007604:4317	ENSOANG00000006058:3118	ENSGALG00000007169:2872
ENSG00000006451:3422	ENSPTRG00000019108:621	ENSGGOG00000002908:621	ENSPPYG00000017619:621	ENSMMUG00000016059:621	ENSMUSG00000008859:2684	ENSMODG00000012643:672	ENSOANG00000009445:758	ENSGALG00000012310:1178
ENSG00000100410:1086	ENSPTRG00000014427:1057	ENSGGOG00000001104:931	ENSPPYG00000011870:333	ENSMMUG00000011354:303	ENSMUSG00000061360:853	ENSMODG00000016556:337	ENSOANG00000000616:282	ENSGALG00000011953:954
ENSG00000132604:2951	ENSPTRG00000008281:2869	ENSGGOG00000004372:1530	ENSPPYG00000007505:1413	ENSMMUG00000016633:1494	ENSMUSG00000031921:3841	ENSMODG00000002766:1498	ENSOANG00000002365:1161	ENSGALG00000000657:2919
ENSG00000023909:4857	ENSPTRG00000000973:3059	ENSGGOG00000016426:2828	ENSPPYG00000001143:825	ENSMMUG00000013857:1604	ENSMUSG00000028124:4841	ENSMODG00000004740:699	ENSOANG00000005984:513	ENSGALG00000005782:2935
ENSG00000139263:4143	ENSPTRG00000005159:4078	ENSGGOG00000016188:4022	ENSPPYG00000004714:3360	ENSMMUG00000004233:4138	ENSMUSG00000020105:3868	ENSMODG00000004837:3366	ENSOANG00000007758:3138	ENSGALG00000009755:3874
ENSG00000174606:4789	ENSPTRG00000001970:4786	ENSGGOG00000009560:2386	ENSPPYG00000000227:4767	ENSMMUG00000011735:1632	ENSMUSG00000026634:3914	ENSMODG00000003145:1635	ENSOANG00000008513:1983	ENSGALG00000009802:2192
ENSG00000172005:1108	ENSPTRG00000012208:1110	ENSGGOG00000006270:1108	ENSPPYG00000012050:1112	ENSMMUG00000001936:390	ENSMUSG00000027375:2778	ENSMODG00000007227:480	ENSOANG00000012053:609	ENSGALG00000008552:852
ENSG00000164715:8946	ENSPTRG00000019433:5604	ENSGGOG00000003052:4876	ENSPPYG00000017360:4425	ENSMMUG00000015477:4335	ENSMUSG00000038970:8114	ENSMODG00000008276:4383	ENSOANG00000001939:4251	ENSGALG00000003479:4341
ENSG00000114126:4229	ENSPTRG00000015479:2382	ENSGGOG00000007878:2301	ENSPPYG00000014170:2299	ENSMMUG00000011134:2778	ENSMUSG00000032411:2649	ENSMODG00000021234:1297	ENSOANG00000000434:1350	ENSGALG00000002753:1765
ENSG00000085832:6472	ENSPTRG00000000729:5418	ENSGGOG00000006160:2805	ENSPPYG00000001359:2721	ENSMMUG00000012055:2667	ENSMUSG00000028552:5509	ENSMODG00000001043:2989	ENSOANG00000012571:2235	ENSGALG00000010543:4659
ENSG00000164941:3372	ENSPTRG00000020432:2846	ENSGGOG00000005424:3392	ENSPPYG00000018756:2988	ENSMMUG00000005356:3370	ENSMUSG00000040738:3514	ENSMODG00000007099:2652	ENSOANG00000002217:2786	ENSGALG00000015984:3237
ENSG00000157554:6103	ENSPTRG00000013907:3332	ENSGGOG00000011391:5111	ENSPPYG00000011419:3003	ENSMMUG00000010296:2722	ENSMUSG00000040732:3481	ENSMODG00000020980:1456	ENSOANG00000006418:1452	ENSGALG00000016058:1513
ENSG00000125485:5295	ENSPTRG00000021500:3345	ENSGGOG00000008314:3300	ENSPPYG00000019713:2546	ENSMMUG00000004590:2416	ENSMUSG00000026806:3271	ENSMODG00000012555:1896	ENSOANG00000005047:2026	ENSGALG00000003534:2364
ENSG00000120798:4475	ENSPTRG00000005307:2228	ENSGGOG00000012884:3767	ENSPPYG00000004840:2989	ENSMMUG00000018898:2114	ENSMUSG00000005897:4607	ENSMODG00000008267:1815	ENSOANG00000006617:1905	ENSGALG00000011327:2605
ENSG00000162889:3591	ENSPTRG00000001915:1728	ENSGGOG00000010658:2501	ENSPPYG00000000283:3038	ENSMMUG00000023567:3023	ENSMUSG00000016528:2591	ENSMODG00000002087:1083	ENSOANG00000007737:1044	ENSGALG00000000883:1290
ENSG00000104537:1604	ENSPTRG00000023152:1604	ENSGGOG00000008148:1592	ENSPPYG00000018859:1065	ENSMMUG00000018008:1626	ENSMUSG00000055114:1361	ENSMODG00000001929:939	ENSOANG00000014084:1035	ENSGALG00000016360:1165
ENSG00000186298:2483	ENSPTRG00000005448:2264	ENSGGOG00000011663:1259	ENSPPYG00000004955:1014	ENSMMUG00000013664:1646	ENSMUSG00000004455:2384	ENSMODG00000011524:1002	ENSOANG00000004790:1948	ENSGALG00000004571:2258
ENSG00000100523:5708	ENSPTRG00000006357:3659	ENSGGOG00000012099:1464	ENSPPYG00000005825:2529	ENSMMUG00000014197:3629	ENSMUSG00000037697:5198	ENSMODG00000013016:2671	ENSOANG00000011013:1995	ENSGALG00000012426:2789
ENSG00000143183:2238	ENSPTRG00000001618:1636	ENSGGOG00000016724:3732	ENSPPYG00000000565:629	ENSMMUG00000005585:1639	ENSMUSG00000052428:1209	ENSMODG00000001335:588	ENSOANG00000005489:513	ENSGALG00000002716:564
ENSG00000134461:2647	ENSPTRG00000002260:1605	ENSGGOG00000013319:1411	ENSPPYG00000002063:1086	ENSMMUG00000015141:534	ENSMUSG00000047909:1618	ENSMODG00000018509:1089	ENSOANG00000015460:1148	ENSGALG00000008168:1655
ENSG00000176040:2981	ENSPTRG00000015212:2273	ENSGGOG00000003569:2680	ENSPPYG00000013553:1719	ENSMMUG00000016068:1719	ENSMUSG00000033177:2724	ENSMODG00000018097:2499	ENSOANG00000008997:1474	ENSGALG00000015389:2549
ENSG00000114854:1035	ENSPTRG00000015000:686	ENSGGOG00000015926:695	ENSPPYG00000013806:486	ENSMMUG00000005618:462	ENSMUSG00000021909:697	ENSMODG00000011449:486	ENSOANG00000001503:486	ENSGALG00000001459:653
ENSG00000178585:3339	ENSPTRG00000000122:2997	ENSGGOG00000012419:438	ENSPPYG00000001907:2868	ENSMMUG00000014969:189	ENSMUSG00000028988:2792	ENSMODG00000002885:246	ENSOANG00000013680:246	ENSGALG00000002609:835
ENSG00000196878:4692	ENSPTRG00000023820:4047	ENSGGOG00000008432:4062	ENSPPYG00000000258:3516	ENSMMUG00000016925:3430	ENSMUSG00000026639:4022	ENSMODG00000002485:3519	ENSOANG00000013763:2706	ENSGALG00000001343:3498
ENSG00000171587:8592	ENSPTRG00000013922:6381	ENSGGOG00000014691:6091	ENSPPYG00000011432:5994	ENSMMUG00000005174:6126	ENSMUSG00000050272:7498	ENSMODG00000020965:6061	ENSOANG00000006430:5585	ENSGALG00000016138:5982
ENSG00000081138:7159	ENSPTRG00000010094:2812	ENSGGOG00000011180:2728	ENSPPYG00000009226:2175	ENSMMUG00000000576:4220	ENSMUSG00000026312:5956	ENSMODG00000021410:2653	ENSOANG00000010986:2724	ENSGALG00000013782:2958
ENSG00000177733:2965	ENSPTRG00000017273:921	ENSGGOG00000023303:576	ENSPPYG00000015814:918	ENSMMUG00000011929:912	ENSMUSG00000007836:918	ENSMODG00000014720:783	ENSOANG00000012169:807	ENSGALG00000006160:987
ENSG00000162772:2513	ENSPTRG00000001962:624	ENSGGOG00000014206:2004	ENSPPYG00000000235:2050	ENSMMUG00000012185:2337	ENSMUSG00000026628:1984	ENSMODG00000003042:546	ENSOANG00000008502:612	ENSGALG00000009818:976
ENSG00000144674:10384	ENSPTRG00000014746:7696	ENSGGOG00000023859:7654	ENSPPYG00000014019:5796	ENSMMUG00000021918:7736	ENSMUSG00000038708:7535	ENSMODG00000013315:6203	ENSOANG00000011604:6180	ENSGALG00000012258:7145
ENSG00000180914:4461	ENSPTRG00000014582:4341	ENSGGOG00000011995:1741	ENSPPYG00000013689:1170	ENSMMUG00000009703:1253	ENSMUSG00000049112:4568	ENSMODG00000004673:1173	ENSOANG00000007720:993	ENSGALG00000003138:750
ENSG00000141141:6361	ENSPTRG00000009058:3759	ENSGGOG00000028224:3000	ENSPPYG00000008221:1800	ENSMMUG00000002980:3008	ENSMUSG00000020677:3194	ENSMODG00000002493:1770	ENSOANG00000007133:1973	ENSGALG00000005489:2390
ENSG00000179008:2813	ENSPTRG00000006408:1632	ENSGGOG00000010643:1437	ENSPPYG00000005872:1761	ENSMMUG00000002828:1758	ENSMUSG00000021098:4439	ENSMODG00000025739:1746	ENSOANG00000011859:1938	ENSGALG00000020358:2196
ENSG00000161594:2370	ENSPTRG00000009182:1867	ENSGGOG00000010132:2009	ENSPPYG00000008406:1827	ENSMMUG00000005961:1635	ENSMUSG00000001558:3870	ENSMODG00000014695:1904	ENSOANG00000012657:1434	ENSGALG00000003624:1900
ENSG00000075975:2848	ENSPTRG00000014634:2775	ENSGGOG00000000429:2794	ENSPPYG00000013387:1251	ENSMMUG00000009536:1684	ENSMUSG00000000439:2217	ENSMODG00000006280:1107	ENSOANG00000014946:819	ENSGALG00000004991:1659
ENSG00000088766:4117	ENSPTRG00000013234:1156	ENSGGOG00000013808:3958	ENSPPYG00000010693:906	ENSMMUG00000013744:903	ENSMUSG00000027357:2071	ENSMODG00000003883:830	ENSOANG00000008408:2022	ENSGALG00000009214:1083
ENSG00000120915:2230	ENSPTRG00000020106:2197	ENSGGOG00000016993:2248	ENSPPYG00000018465:2155	ENSMMUG00000021515:1668	ENSMUSG00000022040:2167	ENSMODG00000015948:1689	ENSOANG00000010887:1581	ENSGALG00000016567:1631
ENSG00000056558:6324	ENSPTRG00000021307:5892	ENSGGOG00000002284:6006	ENSPPYG00000019557:4327	ENSMMUG00000020123:2295	ENSMUSG00000026875:2362	ENSMODG00000019639:1411	ENSOANG00000001104:1276	ENSGALG00000001583:1512
ENSG00000146576:2497	ENSPTRG00000018917:1128	ENSGGOG00000026416:2055	ENSPPYG00000017353:702	ENSMMUG00000015546:1356	ENSMUSG00000039244:2207	ENSMODG00000016277:1374	ENSOANG00000006526:1356	ENSGALG00000007591:1676
ENSG00000104205:4313	ENSPTRG00000020312:4145	ENSGGOG00000016867:2388	ENSPPYG00000018644:3103	ENSMMUG00000021153:1491	ENSMUSG00000025915:2772	ENSMODG00000007920:1492	ENSOANG00000002312:1570	ENSGALG00000015525:2395
ENSG00000079156:7729	ENSPTRG00000012687:3675	ENSGGOG00000008266:3637	ENSPPYG00000012975:3837	ENSMMUG00000002183:3843	ENSMUSG00000042359:8330	ENSMODG00000009796:3065	ENSOANG00000008628:2897	ENSGALG00000009172:3427
ENSG00000143033:4128	ENSPTRG00000000965:2431	ENSGGOG00000001308:4130	ENSPPYG00000001150:3657	ENSMMUG00000016808:3252	ENSMUSG00000029267:4454	ENSMODG00000004971:1791	ENSOANG00000008849:732	ENSGALG00000005911:4082
ENSG00000185198:1073	ENSPTRG00000010162:1073	ENSGGOG00000015928:1073	ENSPPYG00000009286:852	ENSMMUG00000021555:618	ENSMUSG00000020323:2693	ENSMODG00000006426:1323	ENSOANG00000013214:687	ENSGALG00000001842:588
ENSG00000140950:5031	ENSPTRG00000008418:3226	ENSGGOG00000000868:1140	ENSPPYG00000007606:1371	ENSMMUG00000018961:1906	ENSMUSG00000034105:2574	ENSMODG00000004773:1200	ENSOANG00000011342:1428	ENSGALG00000005596:3895
ENSG00000103723:3704	ENSPTRG00000007381:3703	ENSGGOG00000006777:3699	ENSPPYG00000006890:3135	ENSMMUG00000000617:3682	ENSMUSG00000062444:4156	ENSMODG00000001982:3302	ENSOANG00000013362:3201	ENSGALG00000002136:3404
ENSG00000118514:2542	ENSPTRG00000018629:1338	ENSGGOG00000015693:2546	ENSPPYG00000017026:2498	ENSMMUG00000029428:1326	ENSMUSG00000037542:2243	ENSMODG00000017504:1464	ENSOANG00000002682:1510	ENSGALG00000013969:1490
ENSG00000136541:4304	ENSPTRG00000012551:3781	ENSGGOG00000009944:3765	ENSPPYG00000012862:3686	ENSMMUG00000003345:3496	ENSMUSG00000026830:3635	ENSMODG00000004378:306	ENSOANG00000006128:894	ENSGALG00000020575:782
ENSG00000167315:1977	ENSPTRG00000010016:1943	ENSGGOG00000012552:1929	ENSPPYG00000009154:1017	ENSMMUG00000003040:1667	ENSMUSG00000036880:1500	ENSMODG00000003595:1194	ENSOANG00000002559:1482	ENSGALG00000002777:1753
ENSG00000102445:5445	ENSPTRG00000005855:3978	ENSGGOG00000010430:3978	ENSPPYG00000005348:1713	ENSMMUG00000009862:2062	ENSMUSG00000034959:2636	ENSMODG00000011358:2118	ENSOANG00000015572:1995	ENSGALG00000016988:1998
ENSG00000143248:6008	ENSPTRG00000001609:5765	ENSGGOG00000013984:2108	ENSPPYG00000000575:1711	ENSMMUG00000005186:2114	ENSMUSG00000026678:4096	ENSMODG00000001208:546	ENSOANG00000004673:626	ENSGALG00000021137:1199
ENSG00000171241:3461	ENSPTRG00000008078:3193	ENSGGOG00000010926:3224	ENSPPYG00000007733:2019	ENSMMUG00000012376:2857	ENSMUSG00000022322:2156	ENSMODG00000012749:1917	ENSOANG00000005202:1547	ENSGALG00000004444:2011
ENSG00000172071:4939	ENSPTRG00000012173:4648	ENSGGOG00000011773:4651	ENSPPYG00000012200:3351	ENSMMUG00000009254:4824	ENSMUSG00000031668:4505	ENSMODG00000009643:3336	ENSOANG00000010350:2775	ENSGALG00000015958:3318
ENSG00000186532:4303	ENSPTRG00000008538:4324	ENSGGOG00000000244:2758	ENSPPYG00000007784:3267	ENSMMUG00000022195:2504	ENSMUSG00000018809:3517	ENSMODG00000010537:2370	ENSOANG00000010879:2549	ENSGALG00000003031:2580
ENSG00000111231:1458	ENSPTRG00000005440:1460	ENSGGOG00000001697:1485	ENSPPYG00000004948:846	ENSMMUG00000006494:1490	ENSMUSG00000029464:1676	ENSMODG00000011622:888	ENSOANG00000004785:791	ENSGALG00000003807:1256
ENSG00000105849:3942	ENSPTRG00000018962:3894	ENSGGOG00000026888:3886	ENSPPYG00000017752:1017	ENSMMUG00000009609:1038	ENSMUSG00000020561:1004	ENSMODG00000001402:921	ENSOANG00000009616:777	ENSGALG00000010863:1001
ENSG00000169918:5111	ENSPTRG00000006863:2094	ENSGGOG00000008369:2836	ENSPPYG00000006293:2610	ENSMMUG00000012838:2208	ENSMUSG00000033510:3483	ENSMODG00000011729:2445	ENSOANG00000011103:2679	ENSGALG00000003802:1650
ENSG00000183751:2620	ENSPTRG00000007621:2428	ENSGGOG00000009378:2653	ENSPPYG00000006977:2427	ENSMMUG00000007943:2683	ENSMUSG00000040688:5247	ENSMODG00000016091:2546	ENSOANG00000009819:2388	ENSGALG00000005558:3071
ENSG00000131943:4123	ENSPTRG00000010781:2120	ENSGGOG00000014142:453	ENSPPYG00000009807:234	ENSMMUG00000021690:333	ENSMUSG00000054676:521	ENSMODG00000012696:426	ENSOANG00000012325:234	ENSGALG00000004480:883
ENSG00000118217:7496	ENSPTRG00000001596:2488	ENSGGOG00000013807:2521	ENSPPYG00000000589:2007	ENSMMUG00000004049:2281	ENSMUSG00000026663:7463	ENSMODG00000000980:1659	ENSOANG00000009735:1634	ENSGALG00000002658:1993
ENSG00000105810:11729	ENSPTRG00000019400:2053	ENSGGOG00000025851:870	ENSPPYG00000017818:981	ENSMMUG00000008698:2062	ENSMUSG00000040274:2470	ENSMODG00000010772:987	ENSOANG00000012122:612	ENSGALG00000009476:1671
ENSG00000081189:6830	ENSPTRG00000024214:4070	ENSGGOG00000002856:6497	ENSPPYG00000015621:3595	ENSMMUG00000019836:6456	ENSMUSG00000005583:2649	ENSMODG00000020223:2277	ENSOANG00000011076:1515	ENSGALG00000014645:1669
ENSG00000119787:3979	ENSPTRG00000011846:3413	ENSGGOG00000009990:1527	ENSPPYG00000012483:2850	ENSMMUG00000008463:1870	ENSMUSG00000059811:3739	ENSMODG00000008585:2108	ENSOANG00000014845:1594	ENSGALG00000008515:2040
ENSG00000132128:3190	ENSPTRG00000000690:1332	ENSGGOG00000010618:2947	ENSPPYG00000001397:2819	ENSMMUG00000032149:1098	ENSMUSG00000028703:3065	ENSMODG00000002018:2319	ENSOANG00000011130:2374	ENSGALG00000010359:2328
ENSG00000100916:2583	ENSPTRG00000006272:2583	ENSGGOG00000006388:2230	ENSPPYG00000005747:972	ENSMMUG00000010665:1316	ENSMUSG00000012076:2566	ENSMODG00000012750:1098	ENSOANG00000014063:916	ENSGALG00000010093:2469
